name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Cincinnati,12/30/20,57.5,33.9,43.1,57.5,27.4,39.8,35.2,74.6,0.655,100,41.67,rain,0,0,42.1,24.6,218.9,1018.4,76,7.8,21.3,1.7,1,,2020-12-30T07:57:07,2020-12-30T17:24:45,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"KI69,F7513,KLUK,72421093814,KCVG,72429793812,E4634,99999900458"
Cincinnati,12/31/20,36.5,29.6,32.7,33.8,20.9,26.6,27.6,81.5,0.284,100,20.83,"rain,snow",0.1,0.7,20.8,10.3,23.8,1024.7,97.6,8,248.3,20.8,6,,2020-12-31T07:57:17,2020-12-31T17:25:33,0.56,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"KI69,KLUK,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/1/21,51.7,32.7,40.6,51.7,23.1,36.1,36.8,86.1,1.156,100,41.67,"rain,snow",0,0.7,32.7,17.1,51.9,1015.6,95.1,8.2,346,29.7,5,,2021-01-01T07:57:25,2021-01-01T17:26:22,0.59,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KI69,KLUK,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/2/21,46.6,37.6,40.5,40.8,31.7,36.9,33.9,77.1,0.009,100,4.17,rain,0,0,27.1,14.6,259.5,1016.8,100,9.9,232.9,20.2,1,,2021-01-02T07:57:31,2021-01-02T17:27:12,0.63,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/3/21,39.5,35.5,37.9,38.8,29.9,33.8,33.3,83.7,0.009,100,4.17,rain,0,0,21.9,14.5,253.1,1016.3,100,8.3,426.9,37,7,,2021-01-03T07:57:35,2021-01-03T17:28:04,0.66,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/4/21,43.9,30.9,35.9,43.9,30.4,35.1,30.7,82,0,0,0,,0,0,12.1,5.9,248.5,1017.5,73.3,8.9,326.6,28.2,4,,2021-01-04T07:57:37,2021-01-04T17:28:57,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/5/21,37.5,30.9,34.5,35.5,25.3,30.6,30.2,84.3,0.014,100,8.33,"rain,snow",0,0,22.8,10.9,300.8,1018.3,97.2,8.3,332.1,28.6,6,,2021-01-05T07:57:37,2021-01-05T17:29:51,0.73,"Snow, Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/6/21,38.6,35,36.7,36,29.8,32.7,27,68.1,0,0,0,,0,0,11.6,8.3,348.6,1026.7,100,9.9,70.9,5.7,1,,2021-01-06T07:57:34,2021-01-06T17:30:47,0.75,Overcast,Cloudy skies throughout the day.,cloudy,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/7/21,39.6,34.2,36.2,35,26.2,30.4,26.6,68.4,0,0,0,,0,0,22.6,16,53.4,1024.9,99.6,9.8,88.6,7.3,2,,2021-01-07T07:57:30,2021-01-07T17:31:44,0.8,Overcast,Cloudy skies throughout the day.,cloudy,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/8/21,34.8,30.8,32.9,27.6,21.7,25,24.2,70,0,0,0,,0,0.2,25.3,12.7,12.4,1020.9,99.6,9.9,104.3,8.8,8,,2021-01-08T07:57:23,2021-01-08T17:32:42,0.84,Overcast,Cloudy skies throughout the day.,cloudy,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
Cincinnati,1/9/21,35.5,23.3,30.4,32.5,23.3,26.4,21.4,69.4,0,0,0,,0,0,15.9,8.2,358.6,1024.8,64.9,9.7,203.5,17.5,8,,2021-01-09T07:57:14,2021-01-09T17:33:41,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
Cincinnati,1/10/21,37.6,19.3,27.4,37.6,19.3,27.1,21.1,78.3,0,0,0,,0,0,11.2,4.2,332.2,1028.4,8,6.7,104.8,9,4,,2021-01-10T07:57:03,2021-01-10T17:34:41,0.91,Clear,Clear conditions throughout the day.,clear-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,1/11/21,31.7,23.1,29,30.7,17.3,24.7,21.4,73.1,0,0,0,,0,0,15,9.7,272.5,1027,76,8.8,37,3.1,2,,2021-01-11T07:56:50,2021-01-11T17:35:42,0.95,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,1/12/21,34.8,24.7,28.1,27.6,16,20.6,21.3,75.7,0,0,0,,0,0,19.9,13.1,218.7,1024.7,62.7,7.5,70.7,6.1,4,,2021-01-12T07:56:34,2021-01-12T17:36:44,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,1/13/21,48.3,23.2,34.6,42.6,16.4,30.2,25.8,71.6,0,0,0,,0,0,20.6,14.4,208.9,1016.9,8.9,8.5,308.2,26.5,8,,2021-01-13T07:56:17,2021-01-13T17:37:47,0,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
Cincinnati,1/14/21,49.9,28.8,39.6,46.3,23.4,35.6,29.7,68.6,0,0,0,,0,0,22.1,11.4,187,1007.3,21.8,9.8,369.5,31.6,8,,2021-01-14T07:55:57,2021-01-14T17:38:51,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
Cincinnati,1/15/21,47,32.7,39.7,42.3,26,34.5,29.3,67.6,0.098,100,25,"rain,snow",0,0,35.9,17,211.9,1002.6,82.2,9.4,564.5,48.3,8,,2021-01-15T07:55:35,2021-01-15T17:39:55,0.08,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/16/21,35.8,29.1,33.1,32.7,24.7,26.8,28.3,82.8,0.043,100,25,"rain,snow",0.1,0,27.7,13.4,233.8,1005.6,99.6,8.1,365.3,31.5,2,,2021-01-16T07:55:12,2021-01-16T17:41:01,0.11,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/17/21,36.7,31.8,34.8,31.1,23.4,27.8,30.5,84.2,0.053,100,29.17,"rain,snow",0.2,0.4,21.7,11.9,232.4,1009.1,100,8.3,102.9,8.4,1,,2021-01-17T07:54:46,2021-01-17T17:42:07,0.14,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/18/21,33.8,30.6,32.2,33.4,21.8,25.4,25.9,77.6,0.009,100,4.17,"rain,snow",0,0.4,23.5,11,240.9,1015.1,97.5,9.3,67.6,5.2,2,,2021-01-18T07:54:18,2021-01-18T17:43:13,0.18,"Snow, Rain, Overcast",Cloudy skies throughout the day with late afternoon rain or snow.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/19/21,45.8,33.3,38,41.4,27.8,33.2,24.6,60.9,0,0,0,,0,0.9,24.4,12.2,249.6,1022.5,51.8,9.8,154.1,13,5,,2021-01-19T07:53:48,2021-01-19T17:44:20,0.21,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/20/21,39.5,26.9,33.7,34.3,18.4,26,19.3,55.6,0,0,0,,0,0,31.3,21.7,254.8,1022.5,58.3,9.9,143,12,5,,2021-01-20T07:53:16,2021-01-20T17:45:28,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/21/21,52.6,33.6,40.8,52.6,25.9,35.1,24.3,53.6,0,0,0,,0,0,25.3,15.4,237.1,1012,21.7,9.9,156.3,13,5,,2021-01-21T07:52:42,2021-01-21T17:46:36,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/22/21,38.3,25.7,33.9,31.3,15.4,26.5,18.3,53,0,0,0,,0,0,23.8,12.4,285,1017.3,11.5,9.9,140.9,11.9,4,,2021-01-22T07:52:06,2021-01-22T17:47:44,0.3,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/23/21,33.9,14.3,24.1,30.8,9.1,19,11.3,58.8,0,0,0,,0,0,18.8,9.9,21.9,1028.8,3.6,9.9,162.5,13.6,5,,2021-01-23T07:51:28,2021-01-23T17:48:53,0.34,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/24/21,33.1,26.4,31,33.1,19.8,27.8,22,71.2,0.03,100,16.67,"rain,snow",0,0,17,7.8,108.7,1021.9,97.9,6.5,66.9,5.2,2,,2021-01-24T07:50:49,2021-01-24T17:50:03,0.37,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow in the morning and afternoon.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/25/21,35.7,31.7,33.2,33.8,23.5,27.5,30.8,90.7,0.372,100,37.5,"rain,snow",0,0,22.4,11.4,43.9,1014.3,100,6.2,53.3,4,1,,2021-01-25T07:50:07,2021-01-25T17:51:12,0.4,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/26/21,46.6,34.8,40.1,41.5,28.3,34.7,35.2,83.3,0.089,100,20.83,"rain,snow",0,0,27.7,14.6,263.9,1009.6,99.6,7.8,81.2,6.6,2,,2021-01-26T07:49:23,2021-01-26T17:52:22,0.43,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/27/21,35.5,26.8,32.5,30.4,16.9,25.2,26.2,77.6,0.02,100,29.17,"rain,snow",0,0,21.9,12.8,9.7,1023.3,100,7.4,60,4.7,1,,2021-01-27T07:48:38,2021-01-27T17:53:32,0.46,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/28/21,30.4,20.4,25.8,28.2,11.7,18.6,15.6,65.5,0,0,0,snow,0.1,0.1,21.7,12.4,328.5,1034.4,74.9,9.9,126.1,10.4,4,,2021-01-28T07:47:51,2021-01-28T17:54:42,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/29/21,32.8,17.9,24.7,31.1,17,23.4,15.9,70.4,0,0,0,,0,0.1,10.1,5.8,357.5,1031.8,33.6,9.8,133.8,11.2,3,,2021-01-29T07:47:02,2021-01-29T17:55:52,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/30/21,37,19,28.6,32.3,12.7,23.5,19.7,71,0.18,100,20.83,"rain,snow",0,0.1,29.8,13.9,93.6,1023.7,53.4,8.7,95.8,7.9,2,,2021-01-30T07:46:12,2021-01-30T17:57:02,0.57,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain or snow.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,1/31/21,39.8,33.6,36.4,39.8,25.4,31,34.4,92.5,0.856,100,95.83,"rain,snow",1.5,0.1,31.3,10.6,72.8,1008.5,100,5.1,58.3,4.7,1,,2021-01-31T07:45:19,2021-01-31T17:58:13,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/1/21,32.9,28,29.7,28.8,18,20.8,24.9,82.1,0.021,100,25,"rain,snow",0.6,0.1,28.6,15,333.4,1016,100,5.2,130.7,11,2,,2021-02-01T07:44:25,2021-02-01T17:59:23,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/2/21,34.6,20.6,28.2,26.1,10.9,19.3,17.8,65.3,0.002,100,4.17,"rain,snow",0.1,0.1,28.5,13.6,325.3,1019.9,29.4,9.6,317.5,27.1,5,,2021-02-02T07:43:30,2021-02-02T18:00:34,0.68,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/3/21,38.1,23.7,29.1,33.2,15.7,23.6,20.7,71.8,0,0,0,,0,0.1,18.8,9.5,314.2,1020.3,3.8,9.8,383.3,33.2,6,,2021-02-03T07:42:32,2021-02-03T18:01:44,0.71,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/4/21,38.5,22,30.6,32.3,20.1,26.6,24.6,79.3,0.119,100,33.33,"rain,snow",0,0,43.6,14.4,170,1011.4,54.8,8.9,286.4,24.4,3,,2021-02-04T07:41:33,2021-02-04T18:02:54,0.75,"Snow, Rain, Partially cloudy",Becoming cloudy in the afternoon with rain or snow.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/5/21,39,28.5,33.7,30.2,16.7,23.8,21.1,60.2,0.01,100,8.33,"rain,snow",0,0,34.7,21.3,244.8,1009,73.3,9.9,130.5,11.1,4,,2021-02-05T07:40:33,2021-02-05T18:04:05,0.78,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with early morning snow or rain.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/6/21,38.5,22.5,30.6,38.5,15.4,25.6,14.9,53.3,0,0,0,,0,0.3,31.1,15.5,306.4,1018.1,41.3,9.7,160.9,13.4,6,,2021-02-06T07:39:31,2021-02-06T18:05:15,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/7/21,30.3,15.7,21.3,23.1,4.6,11.6,5.7,52.6,0,0,0,,0,0.2,22.9,14.3,342.8,1022.5,43.1,9.6,152.3,12.6,6,,2021-02-07T07:38:28,2021-02-07T18:06:25,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/8/21,37.4,15.3,25.6,35.3,7.9,19.8,11.6,57.2,0.018,100,16.67,"rain,snow",0.2,0.1,15.2,8.9,53.2,1025.7,72.9,8.5,113.5,9.4,5,,2021-02-08T07:37:23,2021-02-08T18:07:35,0.89,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain or snow.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/9/21,30.7,24.9,27.5,26.7,16.8,21.9,22.5,81.7,0.107,100,29.17,snow,0.5,0.5,20.6,10,359.8,1025.2,100,4.2,52.9,4.1,3,,2021-02-09T07:36:16,2021-02-09T18:08:44,0.93,"Snow, Overcast",Cloudy skies throughout the day with snow clearing later.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/10/21,24.7,20,22.3,17.1,8.6,12.6,16.4,77.8,0.052,100,33.33,snow,0.2,0.6,19.5,10.7,40,1026.1,100,6.4,532.5,46.2,9,,2021-02-10T07:35:09,2021-02-10T18:09:54,0.96,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,E4634,99999900458"
Cincinnati,2/11/21,25.7,19.8,22.5,15.9,7.3,11.5,14,69.7,0,0,0,snow,0.1,0.5,25.3,14.8,32.5,1026,86.8,8.9,591.3,51.3,9,,2021-02-11T07:34:00,2021-02-11T18:11:03,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/12/21,33.6,20.7,25.8,26.9,9.5,18.1,16.4,67.8,0.002,100,4.17,snow,0,0.3,24.2,14.3,4.5,1024.6,85.2,9.3,487.8,42.3,9,,2021-02-12T07:32:50,2021-02-12T18:12:12,0.03,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,rain,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/13/21,27.7,25.6,26.3,21.1,15.7,18.3,18.5,71.9,0,0,0,,0,0.3,15.2,10.6,359.2,1022.4,100,9,91,7.6,4,,2021-02-13T07:31:38,2021-02-13T18:13:20,0.06,Overcast,Cloudy skies throughout the day.,cloudy,"KI69,F7513,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/14/21,27.8,21.5,24.8,19.5,9.6,15.3,15.9,68.7,0,0,0,,0,0.3,19.7,14.2,14.5,1026.4,98.9,8.7,107.3,9.2,3,,2021-02-14T07:30:25,2021-02-14T18:14:29,0.09,Overcast,Cloudy skies throughout the day.,cloudy,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/15/21,23.5,18.7,20.7,12.2,6.4,9.1,15.2,79.2,0.077,100,54.17,snow,1,0.3,25.3,15.6,20.6,1018.9,99.6,4.6,75.8,6.2,3,,2021-02-15T07:29:11,2021-02-15T18:15:37,0.13,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/16/21,20.7,11,16.7,14.8,1,6.1,9.5,73.3,0.007,100,8.33,snow,1.2,0.4,21.3,14.6,269.3,1017.8,86.9,7.4,133.5,11.4,4,,2021-02-16T07:27:56,2021-02-16T18:16:45,0.16,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/17/21,23.9,3.4,15.8,15.4,-2.4,9.2,8,72.4,0.001,100,4.17,snow,0,0.4,16.6,12.3,55.2,1028.7,53.2,9.2,142.1,12,5,,2021-02-17T07:26:39,2021-02-17T18:17:53,0.19,"Snow, Partially cloudy",Becoming cloudy in the afternoon with late afternoon snow.,snow,"KI69,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/18/21,29.5,20.7,25.1,24.8,12.8,17.9,19.4,79.1,0.05,100,41.67,"rain,snow",0.9,0.4,15,9.6,3,1024.4,100,5.5,80.2,7,3,,2021-02-18T07:25:22,2021-02-18T18:19:00,0.22,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"KI69,F7513,KLUK,E5157,72421093814,KCVG,E4634,72429793812,99999900458"
Cincinnati,2/19/21,27.8,20,23.9,22.5,11.1,16,13.7,65.4,0,0,0,,0,0.4,20.8,12.9,299.1,1027.5,75.1,8.6,143.9,12.5,6,,2021-02-19T07:24:04,2021-02-19T18:20:07,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,2/20/21,31.7,8.1,21.2,31.4,1.5,16.7,10.3,64,0,0,0,snow,0.1,0.4,14.5,9.8,247.5,1031,43.8,9.2,155.1,13.4,6,,2021-02-20T07:22:44,2021-02-20T18:21:14,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,2/21/21,41.9,9.7,27.2,35.5,5.6,23.2,17.4,69.2,0,0,0,,0,0.3,30.4,14.9,148.7,1027.6,15.4,8.5,142.5,12.4,7,,2021-02-21T07:21:23,2021-02-21T18:22:20,0.32,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,2/22/21,45.9,32.5,39.1,38,25.9,31.5,30.8,73.1,0.049,100,25,rain,0,0.2,42.1,24.1,229.1,1013.6,79.5,8.8,64.1,5.5,3,,2021-02-22T07:20:02,2021-02-22T18:23:26,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,2/23/21,53.5,32.6,42.5,53.5,26.5,38.3,28.4,58.7,0,0,0,,0,0.1,27.2,18.2,250,1012.7,19.6,9.9,176.5,15.4,6,,2021-02-23T07:18:40,2021-02-23T18:24:32,0.38,Clear,Clear conditions throughout the day.,clear-day,"KI69,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,2/24/21,64.6,31.1,46,64.6,29,44.8,32.7,62.4,0.016,100,8.33,rain,0,0,30,22.6,260,1014.2,38.3,9.8,113,9.8,6,,2021-02-24T07:17:16,2021-02-24T18:25:37,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,2/25/21,48.4,28.8,39.2,45.9,26.6,35.2,26.9,63.4,0,0,0,,0,0,17.2,10.1,2.3,1026.7,24,9.8,182.8,15.8,6,,2021-02-25T07:15:52,2021-02-25T18:26:42,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,2/26/21,46.6,27.4,37.6,42.3,21.4,34.1,28.2,70.7,0.015,100,12.5,rain,0,0,23.9,9.4,85.6,1023.1,49,9.1,81.6,7,4,,2021-02-26T07:14:27,2021-02-26T18:27:47,0.48,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,2/27/21,60.5,43.1,50.3,60.5,39.6,49.1,42.6,76.4,0.039,100,8.33,rain,0,0,18.1,7.7,216.3,1017.7,59.9,8.8,149.8,12.9,7,,2021-02-27T07:13:01,2021-02-27T18:28:52,0.5,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,2/28/21,61.8,50.4,55.4,61.8,50.4,55.4,52.8,91,1.753,100,70.83,rain,0,0,35.6,15.9,211.6,1011.9,99.6,6.4,42.4,3.7,3,,2021-02-28T07:11:35,2021-02-28T18:29:56,0.55,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,3/1/21,56.1,32.9,42.2,56.1,24.4,36.2,28.7,60.4,0.027,100,8.33,rain,0,0,26.6,16,323.2,1020,46.4,9.6,151.9,12.9,6,,2021-03-01T07:10:07,2021-03-01T18:31:00,0.58,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,3/2/21,44.8,24.1,33.4,42.8,15.8,28.6,16.7,52.4,0,0,0,,0,0,17.7,8.9,47.7,1026.3,0.4,9.9,197.2,17.1,7,,2021-03-02T07:08:40,2021-03-02T18:32:03,0.62,Clear,Clear conditions throughout the day.,clear-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,3/3/21,62.7,26.3,43.4,62.7,21,41.9,27.2,57.5,0,0,0,,0,0,21.7,14.6,222.9,1017.6,0,9.9,194.3,16.6,7,,2021-03-03T07:07:11,2021-03-03T18:33:06,0.65,Clear,Clear conditions throughout the day.,clear-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,3/4/21,52.7,30.7,41.7,52.7,23.2,37.9,25.9,56.6,0,0,0,,0,0,27.7,17.2,1.5,1022.1,1.1,9.9,197,16.9,7,,2021-03-04T07:05:42,2021-03-04T18:34:09,0.69,Clear,Clear conditions throughout the day.,clear-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,3/5/21,48.3,25.6,35.8,43.4,18.7,31.3,18.9,53.1,0,0,0,,0,0,20.8,11.6,359.4,1026.3,6.1,9.9,201.1,17.2,7,,2021-03-05T07:04:12,2021-03-05T18:35:12,0.75,Clear,Clear conditions throughout the day.,clear-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,3/6/21,47.4,28.2,37.2,44.1,25.8,34,18.5,49.2,0,0,0,,0,0,18.8,11.8,346.3,1026.8,2.2,9.9,207,17.9,7,,2021-03-06T07:02:42,2021-03-06T18:36:15,0.76,Clear,Clear conditions throughout the day.,clear-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,3/7/21,49.6,28.6,37.5,47,22.3,35,16.8,47.6,0,0,0,,0,0,18.3,13.3,354.5,1030.2,20,9.9,210.5,18.1,7,,2021-03-07T07:01:11,2021-03-07T18:37:17,0.8,Clear,Partly cloudy throughout the day.,clear-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,3/8/21,65.5,26.1,44.7,65.5,26.1,44.2,25.9,52.1,0,0,0,,0,0,21.9,14.7,222,1031.3,9.4,9.9,197.8,17.1,7,,2021-03-08T06:59:39,2021-03-08T18:38:18,0.83,Clear,Clear conditions throughout the day.,clear-day,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
Cincinnati,3/9/21,68.5,34.2,49.6,68.5,34.2,49.6,30.3,53.5,0.043,100,8.33,rain,0,0,21.2,13.6,219.2,1028.8,9.6,9.9,162.6,13.9,5,,2021-03-09T06:58:07,2021-03-09T18:39:20,0.87,Rain,Clear conditions throughout the day with afternoon rain.,rain,"KI69,F7513,KLUK,E5157,72421093814,KCVG,72429793812,99999900458"
